,lat,long
25633,40.73969,-73.98962
25634,40.69006,-73.86917
25635,40.69467,-73.92433
25636,40.75751,-73.96464
25637,40.76834,-73.95647
25638,40.71898,-73.98472
25639,40.68576,-73.9456
25640,40.68609,-73.9448
25641,40.68554,-73.94566
25642,40.66114,-73.91258
25643,40.70743,-73.96786
25644,40.69199,-73.95908
25645,40.77985,-73.94624
25646,40.6531,-73.96331
25647,40.68867,-73.97192
25648,40.73514,-74.00647
25649,40.72104,-73.97991
25650,40.73453,-74.00238
25651,40.75172,-73.97212
25652,40.76546,-73.87201
25653,40.80046,-73.96598
25654,40.69439,-73.99396
25655,40.85031,-73.90102
25656,40.76437,-73.91937
25657,40.71012,-73.96462
25658,40.59669,-74.08645
25659,40.73055,-73.98928
25660,40.74983,-73.98646
25661,40.82239,-73.95437
25662,40.68156,-73.76844
25663,40.69961,-73.92132
25664,40.65265,-73.96559
25665,40.70791,-73.93877
25666,40.72727,-73.98801
25667,40.65286,-73.93209
25668,40.82279,-73.95216
25669,40.67966,-73.9283
25670,40.68557,-73.96056
25671,40.71645,-73.85035
25672,40.70414,-73.74418
25673,40.76069,-73.83338
25674,40.80389,-73.96541
25675,40.81916,-73.94562
25676,40.77531,-73.95165
25677,40.73086,-73.85663
25678,40.75472,-73.80417
25679,40.79674,-73.94674
25680,40.7774,-73.96066
25681,40.70834,-73.94717
25682,40.88883,-73.90046
25683,40.76638,-73.99079
25684,40.74635,-73.98103
25685,40.7382,-73.99844
25686,40.6705,-73.87851
25687,40.72917,-73.95589
25688,40.75287,-73.97352
25689,40.70682,-73.94594
25690,40.72958,-74.00379
25691,40.66592,-73.94266
25692,40.80731,-73.96579
25693,40.71475,-73.94197
25694,40.68481,-73.9694
25695,40.792,-73.94522
25696,40.63975,-74.07774
25697,40.84617,-73.93781
25698,40.68048,-73.9654
25699,40.70463,-73.92428
25700,40.71239,-73.90517
25701,40.69093,-73.9929
25702,40.78881,-73.82882
25703,40.65441,-73.93009
25704,40.71015,-74.01281
25705,40.85217,-73.90239
25706,40.89756,-73.85639
25707,40.66255,-73.91342
25708,40.69969,-73.99393
25709,40.74844,-73.97713
25710,40.693,-73.99774
25711,40.7482,-73.97525
25712,40.71902,-73.99027
25713,40.66034,-73.91416
25714,40.66941,-73.93849
25715,40.69342,-73.95877
25716,40.71358,-73.96421
25717,40.7744,-73.9874
25718,40.78998,-73.946
25719,40.7138,-73.94001
25720,40.87085,-73.9183
25721,40.72547,-73.98315
25722,40.74847,-74.00033
25723,40.68796,-73.98783
25724,40.70949,-74.01438
25725,40.7723,-73.98222
25726,40.83206,-73.91969
25727,40.70068,-73.92211
25728,40.72942,-73.95122
25729,40.76704,-73.98484
25730,40.63826,-73.93186
25731,40.72153,-73.98765
25732,40.72816,-73.95528
25733,40.66925,-73.92663
25734,40.76121,-73.99053
25735,40.63972,-73.93234
25736,40.72085,-73.94132
25737,40.75613,-73.99785
25738,40.66789,-73.79197
25739,40.72103,-73.98434
25740,40.711,-73.95827
25741,40.753,-73.97364
25742,40.65108,-73.95417
25743,40.69315,-73.9565
25744,40.69268,-73.93054
25745,40.74699,-73.9777
25746,40.7324,-73.95091
25747,40.72788,-73.9939
25748,40.6357,-74.00508
25749,40.74838,-73.97544
25750,40.75212,-73.96975
25751,40.76398,-73.91974
25752,40.80924,-73.93873
25753,40.70739,-73.94726
25754,40.72462,-73.94072
25755,40.84131,-73.93574
25756,40.66978,-73.94454
25757,40.71618,-73.99225
25758,40.69189,-73.95936
25759,40.79273,-73.97592
25760,40.69677,-73.91404
25761,40.721,-73.99147
25762,40.7328,-73.99899
25763,40.78784,-73.94931
25764,40.65226,-73.95166
25765,40.85927,-73.92966
25766,40.7074,-74.00151
25767,40.68507,-73.73342
25768,40.68303,-73.95431
25769,40.68153,-73.9605
25770,40.7538,-73.97355
25771,40.72321,-73.98327
25772,40.75371,-73.97226
25773,40.68703,-73.97575
25774,40.74969,-73.97937
25775,40.70763,-73.92223
25776,40.72132,-73.98068
25777,40.68163,-73.95558
25778,40.82736,-73.95292
25779,40.70838,-73.94645
25780,40.67502,-73.95732
25781,40.76033,-73.96946
25782,40.65312,-73.93413
25783,40.7433,-73.9807
25784,40.68539,-73.93638
25785,40.77439,-73.95489
25786,40.77205,-73.95128
25787,40.72992,-73.96
25788,40.75328,-73.97193
25789,40.71453,-73.9551
25790,40.75777,-73.81172
25791,40.7147,-73.98994
25792,40.77326,-73.92677
25793,40.78696,-73.97293
25794,40.74317,-73.92532
25795,40.68173,-73.91342
25796,40.68279,-73.9117
25797,40.68258,-73.91284
25798,40.73056,-73.99357
25799,40.70942,-73.94897
25800,40.72008,-73.98786
25801,40.70011,-73.92241
25802,40.57688,-73.95308
25803,40.77068,-73.98674
25804,40.82232,-73.93647
25805,40.69543,-73.92324
25806,40.84877,-73.93821
25807,40.71215,-73.95177
25808,40.61765,-74.03406
25809,40.69232,-73.93864
25810,40.74266,-73.9792
25811,40.71194,-73.94892
25812,40.68919,-73.9335
25813,40.70789,-73.96755
25814,40.7459,-73.99867
25815,40.72945,-73.98203
25816,40.81793,-73.94017
25817,40.65198,-74.00763
25818,40.68459,-73.95732
25819,40.69606,-73.77311
25820,40.75035,-73.97907
25821,40.74946,-73.9785
25822,40.70188,-73.92062
25823,40.64923,-73.95273
25824,40.76154,-73.99306
25825,40.64179,-73.97941
25826,40.68185,-73.88128
25827,40.71798,-73.98418
25828,40.65099,-73.96283
25829,40.88698,-73.86049
25830,40.67984,-73.9703
25831,40.67262,-73.87391
25832,40.69574,-73.93975
25833,40.69366,-73.93794
25834,40.80627,-73.96354
25835,40.64641,-73.94956
25836,40.78875,-73.9679
25837,40.69455,-73.92715
25838,40.64931,-73.9733
25839,40.68568,-73.91923
25840,40.72601,-73.97674
25841,40.72546,-73.95558
25842,40.7228,-73.94538
25843,40.73963,-73.98166
25844,40.6628,-73.98349
25845,40.66047,-73.93743
25846,40.67183,-73.95277
25847,40.71405,-73.99291
25848,40.72028,-73.94152
25849,40.701,-73.91986
25850,40.68797,-73.9592
25851,40.70587,-73.92358
25852,40.76644,-73.95486
25853,40.79982,-73.96058
25854,40.76506,-73.98567
25855,40.7646,-73.98981
25856,40.68289,-73.98532
25857,40.71122,-73.94347
25858,40.68939,-73.95418
25859,40.6753,-73.96282
25860,40.65286,-73.93371
25861,40.75607,-73.80964
25862,40.61353,-74.06724
25863,40.70408,-73.92045
25864,40.78602,-73.94977
25865,40.67753,-73.91688
25866,40.71923,-73.99573
25867,40.6485,-73.93855
25868,40.59736,-73.80029
25869,40.59754,-73.79949
25870,40.64991,-73.93716
25871,40.71462,-73.96263
25872,40.7531,-73.97085
25873,40.75895,-73.79196
25874,40.72246,-73.94768
25875,40.76363,-73.98746
25876,40.6824,-73.91315
25877,40.85186,-73.9305
25878,40.86306,-73.92896
25879,40.68201,-73.89425
25880,40.79412,-73.96806
25881,40.83121,-73.8483
25882,40.78019,-73.95857
25883,40.84711,-73.83039
25884,40.7506,-73.97104
25885,40.64068,-73.9641
25886,40.67749,-73.94854
25887,40.73638,-73.98089
25888,40.66334,-73.94651
25889,40.79633,-73.94819
25890,40.74419,-73.99913
25891,40.70866,-74.01385
25892,40.68541,-73.96188
25893,40.6916,-73.94538
25894,40.67192,-73.97444
25895,40.77281,-73.90295
25896,40.82627,-73.90803
25897,40.72733,-73.9958
25898,40.72405,-73.97747
25899,40.7293,-73.98283
25900,40.85657,-73.90915
25901,40.69122,-73.96976
25902,40.733,-73.99413
25903,40.71279,-73.94662
25904,40.8098,-73.9441
25905,40.68591,-73.9249
25906,40.71946,-73.99761
25907,40.69061,-73.95203
25908,40.69748,-73.90127
25909,40.73465,-74.00139
25910,40.67538,-73.93379
25911,40.69167,-73.96927
25912,40.75052,-73.97259
25913,40.76128,-73.96236
25914,40.73741,-73.98096
25915,40.84964,-73.78717
25916,40.72792,-73.98288
25917,40.63524,-73.94158
25918,40.70501,-74.00707
25919,40.75224,-73.81505
25920,40.73632,-74.00601
25921,40.6997,-73.91305
25922,40.78965,-73.96993
25923,40.64162,-73.90891
25924,40.82444,-73.95112
25925,40.66592,-73.95319
25926,40.70088,-73.91836
25927,40.71647,-73.95333
25928,40.67225,-73.93326
25929,40.80171,-73.95122
25930,40.69084,-73.92048
25931,40.72987,-73.98283
25932,40.71702,-73.95732
25933,40.67865,-73.94231
25934,40.70631,-73.91922
25935,40.73365,-73.95354
25936,40.77237,-73.95275
25937,40.73804,-73.98178
25938,40.71365,-73.9973
25939,40.77773,-73.83237
25940,40.77786,-73.90819
25941,40.61802,-73.92866
25942,40.83902,-73.93766
25943,40.78079,-73.95499
25944,40.77832,-73.95657
25945,40.73227,-73.95149
25946,40.7416,-74.00082
25947,40.7244,-73.97732
25948,40.62724,-73.93043
25949,40.71611,-73.99405
25950,40.80482,-73.95107
25951,40.68763,-73.92706
25952,40.68225,-73.99116
25953,40.70929,-73.95381
25954,40.81394,-73.95334
25955,40.68503,-73.77983
25956,40.69155,-73.93662
25957,40.65413,-73.94846
25958,40.64119,-74.08369
25959,40.84492,-73.93891
25960,40.75401,-73.92013
25961,40.67884,-73.97493
25962,40.81225,-73.95197
25963,40.79383,-73.94968
25964,40.77037,-73.95734
25965,40.6904,-73.99376
25966,40.68953,-73.93187
25967,40.69855,-73.93671
25968,40.72372,-73.99318
25969,40.64861,-73.94983
25970,40.8608,-73.9281
25971,40.80841,-73.95625
25972,40.68566,-73.92552
25973,40.80227,-73.9579
25974,40.69954,-73.93579
25975,40.67542,-73.95107
25976,40.64493,-73.97327
25977,40.7079,-73.96609
25978,40.67454,-73.9841
25979,40.65429,-73.73432
25980,40.6866,-73.96761
25981,40.77954,-73.94788
25982,40.65251,-73.7365
25983,40.6473,-73.96245
25984,40.76483,-73.94073
25985,40.86339,-73.92045
25986,40.77998,-73.98218
25987,40.7507,-73.97086
25988,40.70926,-73.95515
25989,40.6435,-73.94011
25990,40.75161,-73.97017
25991,40.84962,-73.94011
25992,40.6918,-73.95151
25993,40.75145,-73.97011
25994,40.70305,-73.82687
25995,40.7518,-73.97074
25996,40.82992,-73.94563
25997,40.69099,-73.92657
25998,40.74978,-73.96977
25999,40.82673,-73.94633
26000,40.71972,-73.94337
26001,40.70574,-73.92289
26002,40.72894,-74.00018
26003,40.70484,-73.92646
26004,40.72475,-73.97788
26005,40.71534,-73.85828
26006,40.68371,-73.9405
26007,40.67927,-73.94758
26008,40.70141,-73.90291
26009,40.7112,-73.95886
26010,40.69387,-73.94688
26011,40.77028,-73.92112
26012,40.76354,-73.99283
26013,40.74823,-73.91456
26014,40.76401,-73.95929
26015,40.68064,-73.97657
26016,40.68418,-73.98373
26017,40.8055,-73.95478
26018,40.71515,-73.99863
26019,40.72056,-73.94118
26020,40.80044,-73.95139
26021,40.68251,-73.94102
26022,40.75014,-73.97001
26023,40.69044,-73.75489
26024,40.65247,-73.96399
26025,40.72653,-73.98539
26026,40.84101,-73.92626
26027,40.89811,-73.85543
26028,40.81316,-73.95176
26029,40.80605,-73.94889
26030,40.76141,-73.96265
26031,40.70353,-73.9288
26032,40.84184,-73.92535
26033,40.84103,-73.92701
26034,40.85663,-73.93564
26035,40.81404,-73.95233
26036,40.7631,-73.99133
26037,40.66273,-73.99384
26038,40.6679,-73.93976
26039,40.85148,-73.9301
26040,40.81717,-73.93856
26041,40.76366,-73.99096
26042,40.7263,-73.98432
26043,40.6958,-73.91362
26044,40.71823,-73.94093
26045,40.89685,-73.85382
26046,40.74641,-74.0051
26047,40.87618,-73.91266
26048,40.68998,-73.75477
26049,40.70246,-73.92417
26050,40.72684,-73.86409
26051,40.79711,-73.93255
26052,40.70015,-73.93951
26053,40.67262,-73.92534
26054,40.70256,-73.92094
26055,40.62944,-73.89678
26056,40.87519,-73.91245
26057,40.68361,-73.93883
26058,40.68462,-73.93724
26059,40.69154,-73.93191
26060,40.72591,-73.95645
26061,40.8204,-73.93867
26062,40.77039,-73.92626
26063,40.68181,-73.94214
26064,40.73476,-74.00477
26065,40.81968,-73.95831
26066,40.73595,-73.95423
26067,40.75341,-73.98504
26068,40.71569,-73.99421
26069,40.75713,-73.91334
26070,40.81561,-73.95393
26071,40.68496,-73.78194
26072,40.72553,-73.98012
26073,40.76304,-73.90785
26074,40.81645,-73.86355
26075,40.72228,-73.94817
26076,40.83257,-73.91245
26077,40.84566,-73.93998
26078,40.80099,-73.95105
26079,40.65457,-73.97512
26080,40.74294,-73.98137
26081,40.68117,-73.97785
26082,40.6622,-73.73135
26083,40.68265,-73.97754
26084,40.7623,-73.91645
26085,40.83636,-73.94487
26086,40.67935,-73.9723
26087,40.77981,-73.96031
26088,40.78098,-73.95854
26089,40.7281,-73.84886
26090,40.78015,-73.95852
26091,40.80246,-73.95972
26092,40.67785,-73.95086
26093,40.66174,-73.95496
26094,40.80344,-73.95513
26095,40.69514,-73.74902
26096,40.79796,-73.97255
26097,40.73658,-73.95418
26098,40.67729,-73.96535
26099,40.74039,-74.00029
26100,40.62365,-73.93171
26101,40.69653,-73.91492
26102,40.71591,-73.95513
26103,40.85751,-73.90805
26104,40.69332,-73.95085
26105,40.69621,-73.8502
26106,40.81867,-73.95293
26107,40.75015,-73.85961
26108,40.68592,-73.98181
26109,40.84381,-73.9385
26110,40.79398,-73.94159
26111,40.72917,-73.95131
26112,40.72945,-73.97987
26113,40.76064,-73.92481
26114,40.77123,-73.95041
26115,40.73105,-73.98195
26116,40.7025,-73.90985
26117,40.71353,-73.96453
26118,40.70849,-74.01486
26119,40.67139,-73.93131
26120,40.80671,-73.95382
26121,40.76697,-73.99134
26122,40.76114,-73.97596
26123,40.835,-73.91114
26124,40.83497,-73.9189
26125,40.76271,-73.92213
26126,40.67302,-73.93143
26127,40.67064,-73.9476
26128,40.70732,-73.94385
26129,40.73145,-74.00184
26130,40.75918,-73.82922
26131,40.66183,-73.72943
26132,40.77691,-73.92662
26133,40.73127,-73.99939
26134,40.71725,-73.9438
26135,40.64706,-73.96057
26136,40.7069,-73.95372
26137,40.71364,-73.99153
26138,40.7451,-73.97915
26139,40.62499,-74.01684
26140,40.69813,-73.91991
26141,40.78539,-73.95056
26142,40.68328,-73.93719
26143,40.78717,-73.96806
26144,40.81643,-73.94042
26145,40.71986,-73.95344
26146,40.6802,-73.99739
26147,40.90356,-73.84172
26148,40.72737,-73.98815
26149,40.63295,-73.89202
26150,40.72393,-73.95347
26151,40.69211,-73.95496
26152,40.74814,-73.97554
26153,40.74844,-73.97694
26154,40.64108,-73.96378
26155,40.77426,-73.94893
26156,40.58102,-73.95782
26157,40.74821,-74.0018
26158,40.71768,-73.77308
26159,40.72411,-73.97826
26160,40.69566,-73.91314
26161,40.73715,-73.84792
26162,40.82638,-73.92225
26163,40.69102,-73.94898
26164,40.6988,-73.90725
26165,40.7954,-73.94926
26166,40.7469,-73.99494
26167,40.68071,-73.91873
26168,40.68332,-73.99084
26169,40.76117,-73.96104
26170,40.8062,-73.95528
26171,40.76059,-73.92168
26172,40.71706,-73.94091
26173,40.62191,-73.93428
26174,40.764,-73.88718
26175,40.71244,-73.94384
26176,40.71075,-73.9564
26177,40.68657,-73.96003
26178,40.64099,-73.98029
26179,40.75288,-73.97703
26180,40.70544,-73.91828
26181,40.76671,-73.98849
26182,40.76495,-73.9853
26183,40.75596,-73.89702
26184,40.71992,-73.96029
26185,40.76381,-73.87748
26186,40.7487,-73.97479
26187,40.7448,-73.92364
26188,40.81888,-73.94345
26189,40.73612,-73.87822
26190,40.76536,-73.98878
26191,40.74722,-73.9186
26192,40.58091,-74.15485
26193,40.70874,-73.82617
26194,40.71418,-73.99208
26195,40.71253,-73.96123
26196,40.68989,-73.93747
26197,40.79499,-73.97669
26198,40.64051,-73.93224
26199,40.76462,-73.9319
26200,40.81953,-73.95665
26201,40.6835,-73.957
26202,40.66163,-73.98265
26203,40.72413,-73.98216
26204,40.67963,-73.97849
26205,40.67781,-73.98083
26206,40.67518,-73.98119
26207,40.81301,-73.94502
26208,40.76136,-73.99361
26209,40.71139,-73.96353
26210,40.76096,-73.93836
26211,40.71881,-73.98378
26212,40.71459,-73.94485
26213,40.69533,-73.9132
26214,40.67556,-73.96427
26215,40.8292,-73.94742
26216,40.71822,-73.99263
26217,40.71967,-73.96001
26218,40.69064,-73.93559
26219,40.71944,-73.99396
26220,40.80672,-73.94648
26221,40.66675,-73.988
26222,40.67969,-73.93974
26223,40.71229,-73.95782
26224,40.72965,-73.95707
26225,40.76078,-73.99683
26226,40.86144,-73.86427
26227,40.73166,-73.98299
26228,40.74943,-73.97945
26229,40.80998,-73.93899
26230,40.76104,-73.99255
26231,40.80002,-73.94137
26232,40.7605,-73.99189
26233,40.71317,-73.94518
26234,40.68859,-73.92238
26235,40.68939,-73.96474
26236,40.60903,-73.91846
26237,40.68451,-73.96052
26238,40.66689,-73.92806
26239,40.69072,-73.96539
26240,40.6959,-73.75159
26241,40.64579,-74.08027
26242,40.71732,-73.94027
26243,40.63498,-74.01966
26244,40.78747,-73.96928
26245,40.65027,-74.01101
26246,40.80508,-73.94942
26247,40.83571,-73.94756
26248,40.75484,-73.82323
26249,40.66257,-73.76514
26250,40.69031,-73.93903
26251,40.68227,-73.99948
26252,40.77156,-73.90521
26253,40.8233,-73.94461
26254,40.84434,-73.94229
26255,40.67394,-73.94991
26256,40.77751,-73.95575
26257,40.71469,-73.93971
26258,40.76759,-73.92463
26259,40.74893,-73.82046
26260,40.75091,-73.97597
26261,40.64674,-73.97947
26262,40.66232,-73.9939
26263,40.84594,-73.94039
26264,40.71818,-73.99015
26265,40.72232,-73.98055
26266,40.69827,-73.92493
26267,40.74578,-73.97595
26268,40.74063,-73.99998
26269,40.65157,-74.01089
26270,40.64123,-74.08169
26271,40.60303,-73.99596
26272,40.70903,-74.01401
26273,40.77864,-73.91445
26274,40.76888,-73.98639
26275,40.71951,-73.95397
26276,40.76846,-73.94461
26277,40.73742,-73.87027
26278,40.63568,-73.94746
26279,40.76798,-73.95274
26280,40.69814,-73.93033
26281,40.5975,-73.7397
26282,40.814,-73.96228
26283,40.76322,-73.94899
26284,40.70791,-73.75625
26285,40.76376,-73.83094
26286,40.69342,-73.95881
26287,40.72793,-73.98876
26288,40.69176,-73.97413
26289,40.66803,-73.97869
26290,40.64521,-73.94751
26291,40.85362,-73.8896
26292,40.69563,-73.97051
26293,40.69081,-73.92679
26294,40.62072,-73.93265
26295,40.71168,-73.96338
26296,40.70163,-73.92366
26297,40.64104,-73.96337
26298,40.76407,-73.83052
26299,40.74428,-73.97364
26300,40.75633,-73.92777
26301,40.66648,-73.76286
26302,40.69686,-73.91431
26303,40.69027,-73.96796
26304,40.74205,-73.92394
26305,40.64399,-73.89315
26306,40.68833,-73.90691
26307,40.68868,-73.90598
26308,40.6871,-73.90546
26309,40.71416,-73.95357
26310,40.65454,-73.91569
26311,40.77406,-73.94788
26312,40.75974,-73.98623
26313,40.82876,-73.94538
26314,40.64773,-73.97499
26315,40.6931,-73.9723
26316,40.72234,-73.99625
26317,40.7301,-73.98841
26318,40.6838,-73.91015
26319,40.74395,-73.98049
26320,40.66423,-73.94047
26321,40.68157,-73.90547
26322,40.68949,-73.91763
26323,40.69233,-73.94688
26324,40.67145,-73.93007
26325,40.711,-73.9387
26326,40.68909,-73.95282
26327,40.68475,-73.93589
26328,40.64434,-73.94635
26329,40.64516,-73.94751
26330,40.70982,-73.95602
26331,40.74818,-73.98025
26332,40.6661,-73.87469
26333,40.80012,-73.94549
26334,40.72859,-73.87276
26335,40.69002,-73.83688
26336,40.67525,-73.96408
26337,40.67171,-73.93273
26338,40.70784,-73.92054
26339,40.72662,-73.80086
26340,40.62518,-73.96316
26341,40.7488,-73.97844
26342,40.71772,-73.95059
26343,40.73565,-73.81591
26344,40.71835,-73.94999
26345,40.71732,-73.95048
26346,40.6229,-73.96169
26347,40.72588,-73.94531
26348,40.67858,-73.9812
26349,40.81248,-73.9526
26350,40.7212,-73.98045
26351,40.69512,-73.94946
26352,40.7469,-73.8179
26353,40.68884,-73.92958
26354,40.69049,-73.93014
26355,40.82881,-73.94566
26356,40.72408,-73.99381
26357,40.77618,-73.91741
26358,40.72169,-73.9965
26359,40.76357,-73.98308
26360,40.82453,-73.92563
26361,40.70073,-73.92913
26362,40.69808,-73.93022
26363,40.81553,-73.92453
26364,40.72236,-73.97756
26365,40.77867,-73.97914
26366,40.72517,-73.76105
26367,40.68805,-73.97563
26368,40.69321,-73.94207
26369,40.68808,-73.9413
26370,40.76124,-73.76178
26371,40.84038,-73.85662
26372,40.7366,-73.95656
26373,40.72709,-74.00447
26374,40.86039,-73.92663
26375,40.69209,-73.99421
26376,40.62938,-74.02976
26377,40.7315,-73.99393
26378,40.70863,-73.90249
26379,40.73076,-74.00162
26380,40.72066,-73.99229
26381,40.72561,-73.97953
26382,40.85014,-73.93743
26383,40.70445,-74.01521
26384,40.71832,-73.99287
26385,40.69282,-73.96034
26386,40.68634,-73.97388
26387,40.73247,-73.98297
26388,40.71913,-73.95041
26389,40.74922,-73.81868
26390,40.73307,-73.85047
26391,40.77312,-73.98819
26392,40.84444,-73.93554
26393,40.75994,-73.99073
26394,40.65894,-73.8921
26395,40.75058,-73.99582
26396,40.6801,-73.9866
26397,40.72543,-73.89666
26398,40.68171,-73.94471
26399,40.72294,-73.99869
26400,40.88192,-73.86186
26401,40.72391,-73.9975
26402,40.77536,-73.98952
26403,40.71455,-73.7613
26404,40.67292,-73.94137
26405,40.69012,-73.9257
26406,40.69835,-73.91644
26407,40.75029,-73.97142
26408,40.7215,-73.99894
26409,40.75777,-73.72949
26410,40.68464,-73.84245
26411,40.67071,-73.95381
26412,40.75573,-73.72931
26413,40.78628,-73.97482
26414,40.76181,-73.9905
26415,40.65894,-73.95262
26416,40.70911,-73.95288
26417,40.67245,-73.94608
26418,40.65331,-74.00814
26419,40.68428,-73.96526
26420,40.72386,-73.94085
26421,40.69161,-73.94417
26422,40.73465,-73.95314
26423,40.72484,-73.9746
26424,40.76735,-73.98842
26425,40.73427,-74.00798
26426,40.68873,-73.93881
26427,40.84859,-73.93855
26428,40.72091,-73.99531
26429,40.68343,-73.99821
26430,40.69648,-73.92742
26431,40.7844,-73.9485
26432,40.66154,-73.91387
26433,40.76191,-73.93092
26434,40.70949,-74.00973
26435,40.67467,-73.9469
26436,40.69878,-73.92194
26437,40.74594,-73.99829
26438,40.64816,-73.97279
26439,40.87759,-73.88459
26440,40.71209,-73.9571
26441,40.70424,-74.01564
26442,40.85444,-73.88462
26443,40.66819,-73.92394
26444,40.74685,-73.97892
26445,40.76892,-73.99016
26446,40.71101,-73.96217
26447,40.65604,-73.88426
26448,40.70393,-73.91427
26449,40.68501,-73.79162
26450,40.69787,-73.90008
26451,40.66013,-73.77166
26452,40.74881,-73.99375
26453,40.75614,-73.96706
26454,40.77429,-73.92123
26455,40.77839,-73.90866
26456,40.7228,-73.99799
26457,40.75599,-73.93415
26458,40.75571,-73.9338
26459,40.7558,-73.93399
26460,40.69155,-73.94736
26461,40.68884,-73.93355
26462,40.77478,-73.97986
26463,40.67966,-73.89028
26464,40.74729,-73.81865
26465,40.62053,-74.03942
26466,40.76192,-73.9909
26467,40.80844,-73.9502
26468,40.76007,-73.99078
26469,40.76583,-73.98669
26470,40.7049,-73.92448
26471,40.68779,-73.95347
26472,40.76195,-73.99077
26473,40.80436,-73.95649
26474,40.76269,-73.99364
26475,40.79979,-73.94104
26476,40.67711,-73.98074
26477,40.7173,-73.96199
26478,40.75008,-73.97655
26479,40.80752,-73.94994
26480,40.79483,-73.93478
26481,40.80531,-73.94187
26482,40.85117,-73.94344
26483,40.6606,-73.99455
26484,40.74061,-73.97991
26485,40.74533,-73.86076
26486,40.71389,-73.98889
26487,40.64008,-73.89302
26488,40.80225,-73.94491
26489,40.6696,-73.94253
26490,40.65979,-73.8315
26491,40.83784,-73.94081
26492,40.71587,-73.9989
26493,40.72801,-74.00105
26494,40.67865,-73.9126
26495,40.71808,-73.99147
26496,40.86506,-73.84295
26497,40.76139,-73.96222
26498,40.76604,-73.79442
26499,40.71111,-73.94792
26500,40.67701,-73.96249
26501,40.76842,-73.99109
26502,40.72653,-74.00054
26503,40.64651,-74.01749
26504,40.69772,-73.98365
26505,40.72838,-73.99897
26506,40.68701,-73.98842
26507,40.75906,-73.98898
26508,40.74848,-73.97564
26509,40.74896,-73.9762
26510,40.81631,-73.93933
26511,40.74877,-73.97565
26512,40.74829,-73.97554
26513,40.73223,-74.00489
26514,40.77063,-73.87543
26515,40.69385,-73.90296
26516,40.71566,-73.94486
26517,40.71363,-73.9909
26518,40.67359,-73.95812
26519,40.65853,-73.98301
26520,40.78489,-73.97345
26521,40.68949,-73.90987
26522,40.71328,-73.9633
26523,40.71727,-73.95597
26524,40.71171,-73.95158
26525,40.77895,-73.98332
26526,40.75951,-73.82189
26527,40.80762,-73.92454
26528,40.68563,-73.93863
26529,40.75898,-73.81448
26530,40.7726,-73.92298
26531,40.70822,-73.95921
26532,40.71195,-73.95872
26533,40.78607,-73.97717
26534,40.6651,-73.76614
26535,40.8258,-73.94405
26536,40.72615,-73.99072
26537,40.68191,-73.92064
26538,40.68242,-73.95754
26539,40.71396,-73.99151
26540,40.68988,-73.95396
26541,40.69883,-73.91583
26542,40.69474,-73.82284
26543,40.86924,-73.90651
26544,40.74083,-74.00349
26545,40.62398,-74.02786
26546,40.62569,-74.02654
26547,40.7111,-73.98865
26548,40.83408,-73.87419
26549,40.68444,-73.95156
26550,40.65059,-73.82896
26551,40.69211,-73.98102
26552,40.66505,-73.95998
26553,40.77538,-73.98814
26554,40.73222,-73.95395
26555,40.71054,-73.94691
26556,40.79803,-73.93648
26557,40.68454,-73.94829
26558,40.76982,-73.90254
26559,40.78631,-73.97752
26560,40.68729,-73.96785
26561,40.7766,-73.94862
26562,40.68765,-73.90821
26563,40.68787,-74.00037
26564,40.66197,-73.92587
26565,40.7557,-73.81237
26566,40.71655,-73.94162
26567,40.74274,-73.97918
26568,40.67834,-73.94899
26569,40.72109,-73.94679
26570,40.77576,-73.98883
26571,40.76407,-73.82518
26572,40.73091,-73.98223
26573,40.78729,-73.97033
26574,40.75811,-73.90954
26575,40.79969,-73.95449
26576,40.65516,-73.96121
26577,40.79477,-73.93282
26578,40.77057,-73.95759
26579,40.7087,-73.90897
26580,40.69848,-73.93749
26581,40.64382,-73.97774
26582,40.68824,-73.91628
26583,40.82154,-73.94554
26584,40.80893,-73.93982
26585,40.71426,-73.98873
26586,40.8152,-73.95175
26587,40.79221,-73.97331
26588,40.83439,-73.8585
26589,40.67584,-74.00057
26590,40.69075,-73.9677
26591,40.77669,-73.94822
26592,40.72017,-73.9575
26593,40.69592,-73.93793
26594,40.67844,-74.01058
26595,40.77112,-73.96226
26596,40.7277,-73.97841
26597,40.75643,-73.96847
26598,40.80015,-73.96159
26599,40.6926,-73.9639
26600,40.76047,-73.83193
26601,40.76962,-73.74795
26602,40.72402,-73.95285
26603,40.8235,-73.94619
26604,40.6004,-73.7667
26605,40.71509,-73.98992
26606,40.83555,-73.8757
26607,40.75684,-73.99465
26608,40.7557,-73.96871
26609,40.81138,-73.95442
26610,40.6897,-73.91512
26611,40.73309,-74.00482
26612,40.77421,-73.95544
26613,40.74351,-73.92577
26614,40.76616,-73.98441
26615,40.64103,-73.99228
26616,40.76705,-73.9169
26617,40.64356,-73.96318
26618,40.80323,-73.94253
26619,40.81821,-73.94746
26620,40.67249,-73.94933
26621,40.6749,-73.97979
26622,40.81899,-73.94584
26623,40.77585,-73.95101
26624,40.84334,-73.9405
26625,40.81042,-73.94717
26626,40.68569,-73.97346
26627,40.80003,-73.96446
26628,40.72236,-73.98534
26629,40.6897,-73.9064
26630,40.81978,-73.95476
26631,40.75547,-73.83547
26632,40.75379,-73.83011
