,lat,long
348,40.68314,-73.93963
349,40.75961,-73.91117
350,40.67473,-73.94494
351,40.69305,-73.93185
352,40.67174,-73.95663
353,40.71055,-73.95098
354,40.69465,-73.95458
355,40.68413,-73.96542
356,40.73877,-73.97707
357,40.74893,-73.99544
358,40.79406,-73.94102
359,40.68795,-73.97332
360,40.85295,-73.93361
361,40.72413,-73.76133
362,40.66918,-73.99187
363,40.71125,-73.95613
364,40.78558,-73.9696
365,40.71577,-73.96053
366,40.73861,-73.95485
367,40.72577,-73.98745
368,40.58615,-73.81245
369,40.67086,-73.94872
370,40.82773,-73.95231
371,40.68505,-73.95684
372,40.72911,-73.95493
373,40.77944,-73.98567
374,40.74503,-73.98876
375,40.67539,-73.96093
376,40.8054,-73.95189
377,40.78491,-73.9508
378,40.69088,-73.97307
379,40.67555,-73.95057
380,40.75835,-73.99193
381,40.66527,-73.9886
382,40.71895,-73.99434
383,40.75579,-73.96699
384,40.82399,-73.95328
385,40.81822,-73.94095
386,40.76434,-73.92132
387,40.67705,-73.94925
388,40.69263,-73.99438
389,40.68448,-73.92747
390,40.74412,-74.00208
391,40.73067,-73.98702
392,40.70665,-73.94061
393,40.72063,-73.95952
394,40.67644,-73.98082
395,40.80481,-73.94794
396,40.72533,-73.99143
397,40.68569,-73.93038
398,40.64302,-73.97255
399,40.72939,-73.98857
400,40.79918,-73.96607
401,40.66862,-73.9926
402,40.81333,-73.94453
403,40.72473,-73.95199
404,40.70925,-73.85262
405,40.73215,-74.00922
406,40.71109,-73.94332
407,40.7463,-73.97926
408,40.71823,-73.95849
409,40.651,-73.94886
410,40.68626,-73.97598
411,40.74488,-74.001
412,40.67632,-73.97616
413,40.72212,-73.94254
414,40.67456,-73.95151
415,40.71363,-73.96019
416,40.6755,-73.95878
417,40.72274,-73.97581
418,40.6858,-73.9828
419,40.67535,-73.97654
420,40.72255,-73.99346
421,40.72094,-73.99706
422,40.72485,-73.97813
423,40.80473,-73.9532
424,40.72217,-73.98419
425,40.71943,-73.9565
426,40.74249,-74.00329
427,40.79264,-73.97294
428,40.65749,-73.97675
429,40.80474,-73.94688
430,40.72831,-74.00177
431,40.71541,-73.94144
432,40.79765,-73.96245
433,40.78508,-73.95332
434,40.89747,-73.8639
435,40.72008,-73.98404
436,40.75725,-73.91098
437,40.7102,-73.94495
438,40.67359,-73.97904
439,40.72674,-73.9782
440,40.81156,-73.94571
441,40.80497,-73.95016
442,40.7385,-73.91806
443,40.72937,-73.95671
444,40.72587,-73.98438
445,40.82426,-73.9463
446,40.71624,-73.96272
447,40.68101,-73.94081
448,40.68669,-73.91989
449,40.71534,-73.95914
450,40.68288,-73.96024
451,40.72489,-73.95494
452,40.70867,-73.94284
453,40.67963,-73.93908
454,40.6798,-73.93908
455,40.74346,-73.99882
456,40.77724,-73.98109
457,40.72972,-73.97995
458,40.74102,-73.91681
459,40.71309,-73.94128
460,40.83096,-73.94633
461,40.71323,-73.95745
462,40.67212,-73.9506
463,40.71023,-73.96665
464,40.80523,-73.95139
465,40.72636,-73.98917
466,40.72185,-73.93956
467,40.72351,-73.99683
468,40.6809,-73.99233
469,40.80525,-73.95916
470,40.74,-73.91901
471,40.80006,-73.96049
472,40.70283,-73.92131
473,40.84468,-73.94303
474,40.68252,-73.99619
475,40.74342,-73.99483
476,40.67853,-73.98089
477,40.6788,-73.97643
478,40.77886,-73.98042
479,40.72578,-73.97879
480,40.66085,-73.98537
481,40.80113,-73.94503
482,40.78569,-73.97581
483,40.82411,-73.94934
484,40.68131,-73.95332
485,40.85811,-73.90675
486,40.70667,-73.96524
487,40.60452,-73.97103
488,40.7932,-73.94007
489,40.68768,-73.97611
490,40.80224,-73.94558
491,40.71473,-73.98842
492,40.80518,-73.95359
493,40.80827,-73.95329
494,40.72901,-73.95812
495,40.73476,-73.98452
496,40.69055,-73.92357
497,40.7735,-73.98697
498,40.67505,-73.95969
499,40.72974,-73.98201
500,40.70925,-73.95425
501,40.72315,-73.95226
502,40.73939,-73.99612
503,40.74112,-73.97686
504,40.72019,-73.98217
505,40.72133,-73.99666
506,40.75744,-73.92163
507,40.75695,-73.9202
508,40.8296,-73.94651
509,40.79056,-73.9468
510,40.73631,-73.99977
511,40.86466,-73.85709
512,40.71312,-73.96199
513,40.71297,-73.94336
514,40.73712,-74.00166
515,40.69242,-73.95097
516,40.73862,-73.99758
517,40.7158,-73.95803
518,40.68262,-73.97299
519,40.73217,-73.98801
520,40.76311,-73.99388
521,40.74695,-74.00454
522,40.67497,-73.87305
523,40.66788,-73.94813
524,40.76684,-73.95944
525,40.68967,-73.95445
526,40.67946,-73.96501
527,40.66944,-73.98083
528,40.72566,-73.97748
529,40.7709,-73.99181
530,40.71943,-73.95958
531,40.74249,-73.92466
532,40.74033,-74.00024
533,40.7969,-73.96128
534,40.83403,-73.94553
535,40.65513,-73.95641
536,40.65589,-73.95539
537,40.70275,-73.94501
538,40.68897,-73.93569
539,40.67617,-73.98136
540,40.67595,-73.98053
541,40.76415,-73.99067
542,40.83127,-73.94718
543,40.68497,-73.95592
544,40.82922,-73.94174
545,40.71137,-73.94362
546,40.76739,-73.9557
547,40.73089,-73.98195
548,40.6755,-73.97859
549,40.68812,-73.94934
550,40.7694,-73.9572
551,40.68634,-73.96161
552,40.7093,-73.9497
553,40.713,-73.99752
554,40.75895,-73.9883
555,40.68186,-73.94113
556,40.68364,-73.91076
557,40.71893,-73.9428
558,40.82802,-73.92039
559,40.68765,-73.97073
560,40.71413,-73.96596
561,40.58422,-73.94079
562,40.71973,-73.95582
563,40.69025,-73.93323
564,40.73826,-73.92458
565,40.73049,-73.96115
566,40.72956,-73.97903
567,40.73854,-74.00821
568,40.75877,-73.98863
569,40.67688,-73.9859
570,40.70051,-73.92204
571,40.71712,-73.98898
572,40.60742,-74.14388
573,40.68741,-73.95741
574,40.75627,-73.9211
575,40.79816,-73.9619
576,40.61927,-74.0307
577,40.8078,-73.95208
578,40.61922,-73.99399
579,40.68275,-73.96148
580,40.71813,-73.98416
581,40.71892,-73.98401
582,40.816,-73.95545
583,40.82748,-73.95153
584,40.68634,-73.95088
585,40.72229,-73.97901
586,40.72956,-73.99287
587,40.72595,-73.95298
588,40.71193,-74.00817
589,40.68012,-73.97847
590,40.74233,-73.99865
591,40.67424,-73.96665
592,40.80486,-73.95298
593,40.80307,-73.95048
594,40.68653,-73.98562
595,40.74267,-73.98569
596,40.68749,-73.95494
597,40.68645,-73.97538
598,40.68999,-73.96711
599,40.61077,-74.06824
600,40.71126,-73.94576
601,40.67855,-73.94949
602,40.72416,-73.9853
603,40.68516,-73.92521
604,40.73507,-74.00048
605,40.71611,-73.99828
606,40.67964,-73.93946
607,40.76189,-73.99
608,40.72645,-73.98035
609,40.66293,-73.99833
610,40.69046,-73.95167
611,40.83001,-73.92158
612,40.79239,-73.94535
613,40.72709,-73.98274
614,40.72599,-74.00168
615,40.68309,-73.94219
616,40.79442,-73.93433
617,40.76166,-73.99675
618,40.70163,-73.90867
619,40.75575,-73.96842
620,40.80903,-73.94197
621,40.74581,-73.95295
622,40.66414,-73.98574
623,40.74,-74.00381
624,40.75348,-73.97065
625,40.72066,-73.98506
626,40.71746,-73.95497
627,40.70257,-73.9847
628,40.72264,-73.9837
629,40.73833,-73.98186
630,40.73268,-73.99255
631,40.71892,-73.99628
632,40.77679,-73.91687
633,40.71693,-73.98948
634,40.73685,-73.98359
635,40.68501,-73.97019
636,40.66068,-73.96003
637,40.67722,-73.96542
638,40.68975,-73.96703
639,40.69221,-73.95866
640,40.72969,-74.00635
641,40.6893,-73.96602
642,40.70832,-73.94157
643,40.68016,-73.94878
644,40.70875,-73.95508
645,40.85888,-73.92886
646,40.8679,-73.90023
647,40.6889,-73.95383
648,40.75127,-73.99637
649,40.67607,-73.94421
650,40.73834,-73.9823
651,40.7347,-73.88066
652,40.71876,-73.98851
653,40.73787,-73.95385
654,40.73066,-74.00287
655,40.73291,-74.00059
656,40.85099,-73.92822
657,40.68707,-73.91918
658,40.7184,-73.96019
659,40.67495,-73.95563
660,40.71582,-73.99902
661,40.81068,-73.94288
662,40.81122,-73.94279
663,40.73129,-73.99944
664,40.71628,-73.95737
665,40.78558,-73.9726
666,40.7146,-73.991
667,40.79493,-73.94462
668,40.6623,-73.99049
669,40.73693,-73.95284
670,40.73641,-73.9533
671,40.73794,-73.95254
672,40.58147,-73.96726
673,40.79771,-73.96323
674,40.81512,-73.94692
675,40.7373,-73.95323
676,40.73708,-73.95271
677,40.73652,-73.95236
678,40.73693,-73.95316
679,40.73784,-73.95324
680,40.73674,-73.95247
681,40.73783,-73.95259
682,40.73714,-73.95296
683,40.73731,-73.9545
684,40.74965,-73.89344
685,40.73793,-73.95316
686,40.68197,-73.96549
687,40.70271,-73.91566
688,40.7116,-73.9529
689,40.69241,-73.94885
690,40.72004,-73.99424
691,40.74511,-73.92398
692,40.74599,-74.00253
693,40.68946,-73.99385
694,40.68226,-73.95473
695,40.67855,-73.8896
696,40.71408,-73.9489
697,40.68618,-73.96144
698,40.67379,-73.98454
699,40.70554,-73.76637
700,40.74031,-74.00532
701,40.74618,-74.00392
702,40.81872,-73.94567
703,40.59251,-74.06479
704,40.59101,-74.06685
705,40.59262,-74.06659
706,40.69142,-73.97203
707,40.76928,-73.95021
708,40.68338,-73.95289
709,40.72953,-74.00462
710,40.70523,-74.01345
711,40.74025,-74.00161
712,40.73378,-74.00429
713,40.72087,-73.99022
714,40.64468,-73.94219
715,40.7193,-73.98966
716,40.73312,-74.0042
717,40.69778,-73.97676
718,40.72534,-73.98591
719,40.82151,-73.94516
720,40.72059,-73.9567
721,40.74558,-73.92324
722,40.79433,-73.9765
723,40.81055,-73.95549
724,40.6711,-73.95231
725,40.67962,-73.88928
726,40.76217,-73.98411
727,40.76128,-73.96463
728,40.72313,-73.99438
729,40.7177,-73.95576
730,40.78448,-73.97289
731,40.78304,-73.97447
732,40.68737,-73.97125
733,40.74139,-74.0005
734,40.71992,-73.98773
735,40.71905,-73.99677
736,40.70741,-74.00102
737,40.73349,-73.86009
738,40.89557,-73.8447
739,40.64277,-73.97296
740,40.79111,-73.94466
741,40.79951,-73.95257
742,40.71647,-73.93974
743,40.75114,-74.00195
744,40.66431,-73.93216
745,40.74579,-73.95012
746,40.70278,-73.92673
747,40.74409,-73.91122
748,40.68812,-73.93254
749,40.72454,-73.99151
750,40.71073,-73.96207
751,40.71028,-73.96128
752,40.65772,-73.96131
753,40.68884,-73.95059
754,40.6865,-73.95372
755,40.75282,-73.97315
756,40.76373,-73.96897
757,40.73388,-73.99452
758,40.85774,-73.92901
759,40.72257,-73.98465
760,40.72723,-73.95728
761,40.69135,-73.97321
762,40.70513,-73.95505
763,40.73301,-74.00268
764,40.79793,-73.93612
765,40.80285,-73.95166
766,40.70642,-73.91665
767,40.68156,-73.96537
768,40.77368,-73.95198
769,40.68631,-73.93702
770,40.65992,-73.99042
771,40.67847,-73.97038
772,40.81371,-73.95585
773,40.72868,-73.95835
774,40.73168,-73.98662
775,40.65689,-73.9533
776,40.7928,-73.93967
777,40.77117,-73.91905
778,40.73729,-74.00807
779,,
780,40.82977,-73.94071
781,40.68492,-73.95489
782,40.68255,-73.91957
783,40.67392,-73.94662
784,40.73879,-74.00425
785,,
786,40.80671,-73.95082
787,40.6433,-73.97386
788,40.71601,-73.99123
789,40.68106,-73.9292
790,40.68131,-73.98879
791,40.67264,-73.98136
792,40.67889,-73.86404
793,40.7241,-73.97899
794,40.70766,-73.95191
795,40.71422,-73.9484
796,40.76001,-73.99133
797,40.66441,-73.97974
798,40.73362,-74.00923
799,,
800,40.74494,-73.9998
801,40.69657,-73.9129
802,40.67106,-73.95463
803,40.80748,-73.95589
804,40.68991,-73.93179
805,40.76147,-73.99152
806,40.68174,-73.91921
807,40.68538,-74.00056
808,40.70839,-73.94289
809,40.69018,-73.98107
810,40.68128,-73.99522
811,40.72948,-73.98694
812,40.68353,-73.9914
813,40.72506,-73.98865
814,,
815,40.7253,-73.99916
816,40.75295,-73.93228
817,40.71947,-73.95252
818,40.71283,-73.99703
819,40.77338,-73.98887
820,40.67385,-73.94405
821,40.76856,-73.91828
822,40.73908,-74.00378
823,40.7625,-73.9869
824,40.69755,-73.91187
825,40.67335,-73.96
826,40.80497,-73.95146
827,40.70736,-73.94331
828,40.73683,-73.9543
829,40.76444,-73.92607
830,40.7389,-73.95395
831,40.77611,-73.97808
832,40.73806,-73.95462
833,40.73661,-73.95479
834,40.73857,-73.95435
835,40.711,-73.96225
836,40.70686,-73.95365
837,40.73857,-73.95299
838,40.71095,-73.95239
839,40.70918,-73.94881
840,40.71685,-73.96573
841,40.7909,-73.96762
842,40.71143,-73.94159
843,,
844,40.66469,-73.96091
845,40.68855,-73.95405
846,40.71653,-73.95554
847,40.69309,-73.97074
848,40.70638,-73.96627
849,40.71629,-73.95786
850,40.68622,-73.94675
851,40.71635,-73.94609
852,40.77272,-73.95307
853,40.72509,-74.00304
854,40.66795,-73.89232
855,40.72582,-73.95843
856,40.80637,-73.95433
857,40.64387,-73.96855
858,40.7968,-73.93611
859,40.79596,-73.94463
860,40.78012,-73.98439
861,40.77508,-73.9799
862,40.71532,-73.96064
863,40.68786,-73.97421
864,40.70793,-73.91987
865,40.79044,-73.97513
866,40.72668,-73.95762
867,40.62318,-74.07848
868,40.82286,-73.94596
869,40.82451,-73.94457
870,40.69348,-73.95927
871,40.78443,-73.97399
872,40.67679,-73.95639
873,40.79107,-73.94381
874,40.70215,-73.91139
875,40.67339,-73.96519
876,40.72209,-73.99274
877,40.73171,-73.98717
878,40.69213,-73.951
879,40.73237,-74.00608
880,40.64354,-73.97777
881,40.80343,-73.9531
882,40.70462,-73.9228
883,40.71394,-73.96267
884,40.6339,-74.02035
885,,
886,40.8076,-73.94433
887,40.66485,-73.98343
888,40.71279,-73.95852
889,40.73294,-73.98282
890,40.83456,-73.9457
891,40.72091,-73.95814
892,40.71819,-73.95414
893,40.73887,-74.00342
894,40.77892,-73.98238
895,40.71336,-73.96192
896,40.77688,-73.96177
897,40.71368,-73.94478
898,40.7761,-73.95265
899,40.77471,-73.95574
900,40.68625,-73.96446
901,40.725,-73.98851
902,40.74016,-73.97665
903,40.75023,-73.98293
904,40.78867,-73.96809
905,40.66604,-73.95914
906,40.63593,-73.96076
907,40.71638,-73.99167
908,40.86658,-73.92558
909,40.71179,-73.96449
910,40.76186,-73.99165
911,40.71417,-73.95917
912,40.82772,-73.93877
913,40.63602,-73.94607
914,40.63759,-73.9459
915,40.63611,-73.94637
916,40.803,-73.95278
917,40.79526,-73.9655
918,40.75763,-73.99482
919,40.77577,-73.98258
920,40.77631,-73.95289
921,40.76774,-73.9892
922,40.81169,-73.94355
923,40.75782,-73.99349
924,40.83177,-73.95
925,40.73104,-74.00879
926,,
927,40.64372,-74.02066
928,40.72886,-74.00013
929,40.71868,-73.99017
930,40.72143,-73.98117
931,40.71682,-73.96369
932,40.67725,-73.9821
933,40.66888,-73.95292
934,40.67188,-73.97533
935,40.74964,-73.99158
936,40.65846,-73.95057
937,40.78164,-73.94717
938,40.71515,-73.99029
939,40.72986,-73.97913
940,40.66039,-73.95937
941,40.66898,-73.9571
942,40.75407,-73.96713
943,40.70712,-73.94013
944,40.74553,-73.98943
945,40.77584,-73.9502
946,40.79967,-73.95156
947,40.80142,-73.96931
948,40.70507,-73.9353
949,40.67962,-73.97655
950,40.66847,-73.94875
951,40.7376,-73.95678
952,40.71148,-73.95573
953,40.67425,-73.96514
954,40.72899,-73.97792
955,40.72488,-73.94013
956,40.72212,-73.95696
957,40.68534,-73.93433
958,40.62109,-74.16534
959,40.78161,-73.97898
960,40.75643,-73.99046
961,40.67407,-73.98111
962,40.59721,-73.95149
963,40.80491,-73.94866
964,40.80334,-73.94805
965,40.87039,-73.91611
966,40.704,-73.93285
967,40.87991,-73.91673
968,40.62766,-74.07988
969,40.7685,-73.96034
970,40.76082,-73.97548
971,40.74238,-73.98122
972,40.80151,-73.9522
973,40.83434,-73.94027
974,40.73677,-73.98084
975,40.71151,-73.81561
976,40.68581,-73.84642
977,40.68636,-74.00345
978,40.70994,-73.96573
979,40.76013,-73.99007
980,40.70621,-74.01525
981,40.72172,-73.99689
982,40.72049,-73.95221
983,40.71068,-73.81577
984,40.74125,-73.98862
985,40.83091,-73.94223
986,,
987,40.72634,-73.98267
988,40.82703,-73.94311
989,40.78521,-73.95489
990,40.66106,-73.98316
991,40.72123,-73.98996
992,40.70339,-73.92945
993,40.66009,-73.96237
994,40.67939,-73.99398
995,40.76494,-73.95804
996,40.80192,-73.95827
997,40.79314,-73.94853
998,40.7453,-73.99056
999,40.72812,-73.97966
1000,40.7093,-73.96484
1001,40.64791,-73.97904
1002,40.75453,-73.93377
1003,40.72057,-73.99976
1004,40.7234,-73.99439
1005,40.71121,-73.94669
1006,40.68979,-73.91661
1007,40.73448,-73.99797
1008,40.65937,-73.95906
1009,40.68599,-73.98826
1010,40.79477,-73.95046
1011,40.5781,-73.95455
1012,40.72278,-73.9967
1013,40.71472,-73.96225
1014,40.66924,-73.94406
1015,40.67259,-73.95489
1016,40.69321,-73.9442
1017,40.71348,-73.94447
1018,40.75816,-73.96457
1019,40.70537,-74.00992
1020,40.68722,-73.96289
1021,40.73111,-73.98528
1022,40.72212,-73.94389
1023,40.66626,-73.97933
1024,40.72978,-73.9793
1025,40.68838,-73.94193
1026,40.71804,-73.98565
1027,40.68559,-73.93896
1028,40.77995,-73.98342
1029,40.7559,-73.99469
1030,40.76291,-73.99202
1031,40.74406,-73.98273
1032,40.73041,-74.00498
1033,40.6764,-73.96218
1034,40.70279,-73.98284
1035,40.67436,-73.956
1036,40.83559,-73.94095
1037,40.79234,-73.96482
1038,40.83451,-73.93885
1039,40.74826,-73.94633
1040,40.67763,-73.97185
1041,40.68472,-73.96691
1042,40.65408,-73.87883
1043,40.67302,-73.98756
1044,40.70633,-74.00974
1045,40.77548,-73.95183
1046,40.73775,-74.00344
1047,40.70917,-74.0146
1048,40.7108,-73.96226
1049,40.72507,-73.98861
1050,40.82726,-73.9444
1051,40.82669,-73.94281
1052,40.67078,-73.98815
1053,40.728,-73.97903
1054,40.65814,-73.96181
1055,40.71517,-73.94292
1056,40.66859,-73.98235
1057,40.70054,-73.90255
1058,40.74572,-73.99965
1059,40.78911,-73.97396
1060,40.68813,-73.92817
1061,40.81128,-73.92399
1062,40.77593,-73.97699
1063,40.73903,-73.97975
1064,40.71164,-73.965
1065,40.75193,-73.87873
1066,40.74906,-73.89377
1067,40.71756,-73.95282
1068,40.8179,-73.94319
1069,40.64814,-73.97304
1070,40.81611,-73.89909
1071,40.62897,-73.90334
1072,40.77555,-73.9767
1073,40.6397,-74.0162
1074,40.67267,-73.98348
1075,40.64205,-73.97173
1076,40.66034,-73.9829
